Customer ID,Age,Gender,Location,Last Purchase Date,Churn
655,24,Male,California,2/4/2023,0
656,20,Male,Mississippi,21/10/2022,0
657,42,Male,Pennsylvania,14/3/2022,1
658,48,Male,Arizona,13/9/2022,0
659,62,Male,Louisiana,8/8/2023,0
660,62,Male,Virginia,16/2/2022,1
661,50,Male,Montana,10/10/2023,0
662,57,Male,Iowa,9/3/2022,1
663,24,Male,Illinois,14/5/2023,0
664,59,Male,Alaska,17/7/2022,0
665,63,Male,Colorado,14/7/2023,0
666,41,Male,New Mexico,25/2/2022,1
667,35,Male,Colorado,8/8/2023,0
668,34,Male,Arizona,2/8/2023,0
669,49,Male,Hawaii,10/4/2022,1
670,43,Male,Illinois,26/3/2023,0
671,63,Male,Louisiana,19/2/2023,0
672,38,Male,Iowa,2/2/2022,1
673,59,Male,Washington,14/9/2023,0
674,35,Male,Oklahoma,20/7/2022,0
675,48,Male,Washington,14/7/2023,0
676,64,Male,Arkansas,19/1/2023,0
677,28,Male,Connecticut,6/8/2023,0
678,60,Male,Washington,22/6/2023,0
679,27,Male,Maine,10/7/2022,0
680,56,Male,Michigan,31/3/2022,1
681,58,Male,Tennessee,22/4/2022,1
682,30,Male,Louisiana,25/5/2022,1
683,23,Male,Missouri,15/10/2022,0
684,33,Male,Michigan,20/11/2022,0
685,63,Male,Alabama,22/5/2023,0
686,70,Male,Massachusetts,1/4/2023,0
687,70,Male,Indiana,4/4/2022,1
688,19,Male,West Virginia,7/8/2022,0
689,25,Male,Michigan,2/6/2022,1
690,19,Male,Pennsylvania,20/5/2022,1
691,25,Male,Alaska,23/3/2022,1
692,60,Male,Massachusetts,21/4/2023,0
693,35,Male,North Dakota,6/10/2022,0
694,46,Male,Vermont,23/11/2023,0
695,41,Male,Kentucky,15/4/2022,1
696,30,Male,Nevada,14/7/2023,0
697,44,Male,Utah,23/5/2023,0
698,61,Male,North Dakota,12/8/2022,0
699,55,Male,Iowa,12/10/2023,0
700,50,Male,Connecticut,30/1/2023,0
701,57,Male,Wisconsin,6/6/2023,0
702,51,Male,Idaho,23/11/2023,0
703,18,Male,Montana,2/2/2022,1
704,63,Male,Connecticut,9/9/2023,0
705,34,Male,Idaho,8/7/2023,0
706,25,Male,Arkansas,11/1/2023,0
707,46,Male,Iowa,22/2/2023,0
708,59,Male,Louisiana,12/2/2023,0
709,37,Male,Kentucky,10/11/2023,0
710,49,Male,Massachusetts,8/7/2022,0
711,22,Male,Virginia,9/8/2022,0
712,64,Male,New Hampshire,24/4/2023,0
713,42,Male,New Hampshire,2/10/2022,0
714,37,Male,Oregon,28/5/2023,0
715,26,Male,South Dakota,11/9/2023,0
716,33,Male,Delaware,5/1/2023,0
717,30,Male,Missouri,14/11/2022,0
718,21,Male,Alaska,4/8/2023,0
719,22,Male,Florida,11/8/2022,0
720,63,Male,Mississippi,19/1/2022,1
721,33,Male,New Mexico,24/1/2023,0
722,43,Male,California,7/11/2022,0
723,27,Male,Wyoming,9/12/2023,0
724,35,Male,Missouri,22/9/2022,0
725,37,Male,New Hampshire,29/3/2022,1
726,61,Male,Texas,17/4/2023,0
727,32,Male,North Dakota,24/11/2023,0
728,62,Male,Arkansas,17/1/2023,0
729,29,Male,Nebraska,25/1/2023,0
730,41,Male,Minnesota,12/10/2022,0
731,48,Male,Massachusetts,18/12/2022,0
732,43,Male,Arkansas,30/8/2022,0
733,34,Male,New Hampshire,21/5/2023,0
734,45,Male,Rhode Island,19/10/2023,0
735,65,Male,New Jersey,27/1/2023,0
736,61,Male,Montana,20/6/2022,0
737,18,Male,Colorado,21/9/2022,0
738,47,Male,Nebraska,29/8/2023,0
739,56,Male,Minnesota,2/8/2022,0
740,64,Male,Minnesota,26/10/2022,0
741,26,Male,South Dakota,12/12/2023,0
742,22,Male,West Virginia,14/3/2022,1
743,64,Male,Nevada,5/10/2023,0
744,21,Male,North Carolina,15/10/2022,0
745,67,Male,Illinois,29/4/2022,1
746,46,Male,Michigan,6/7/2022,0
747,40,Male,Michigan,8/7/2022,0
748,51,Male,Oklahoma,12/7/2023,0
749,35,Male,South Dakota,18/10/2023,0
750,56,Male,Oklahoma,9/5/2023,0
751,25,Male,Maryland,11/2/2022,1
752,65,Male,Ohio,18/7/2023,0
753,39,Male,Ohio,28/9/2022,0
754,47,Male,Massachusetts,8/12/2023,0
755,36,Male,North Carolina,4/8/2023,0
756,66,Male,Florida,4/3/2023,0
757,62,Male,Montana,27/4/2022,1
758,41,Male,Minnesota,13/1/2023,0
759,66,Male,Massachusetts,27/9/2023,0
760,51,Male,Rhode Island,19/10/2022,0
761,33,Male,Minnesota,28/11/2022,0
762,57,Male,Nevada,2/3/2022,1
763,45,Male,New Mexico,16/10/2022,0
764,61,Male,North Carolina,15/7/2023,0
765,55,Male,Virginia,20/6/2023,0
766,54,Male,Alaska,21/3/2022,1
767,57,Male,Nevada,22/9/2022,0
768,27,Male,Pennsylvania,25/2/2023,0
769,64,Male,Illinois,10/1/2023,0
770,52,Male,Delaware,2/6/2023,0
771,19,Male,Vermont,16/3/2022,1
772,22,Male,Hawaii,16/3/2022,1
773,18,Male,Illinois,20/8/2023,0
774,29,Male,California,1/10/2023,0
775,42,Male,Nevada,27/2/2022,1
776,49,Male,Kentucky,15/8/2022,0
777,49,Male,Alabama,24/11/2022,0
778,55,Male,Wyoming,20/2/2022,1
779,29,Male,Massachusetts,31/10/2023,0
780,60,Male,Utah,16/6/2022,1
781,34,Male,New York,14/4/2022,1
782,30,Male,Vermont,17/11/2022,0
783,28,Male,Hawaii,26/5/2023,0
784,63,Male,Louisiana,18/3/2022,1
785,31,Male,Alabama,27/5/2023,0
786,46,Male,Louisiana,3/4/2023,0
787,70,Male,Indiana,18/12/2022,0
788,53,Male,Michigan,9/11/2022,0
789,50,Male,Rhode Island,14/1/2023,0
790,33,Male,Idaho,22/7/2023,0
791,22,Male,Louisiana,3/6/2023,0
792,50,Male,North Carolina,10/11/2023,0
793,34,Male,New Jersey,18/1/2023,0
794,24,Male,Alabama,29/11/2022,0
795,69,Male,Kentucky,5/6/2023,0
796,39,Male,New York,12/3/2023,0
797,42,Male,Arizona,13/5/2023,0
798,42,Male,Maryland,31/7/2022,0
799,29,Male,Alaska,3/8/2022,0
800,55,Male,Nevada,27/4/2023,0
801,32,Male,Utah,3/12/2023,0
802,25,Male,New Mexico,2/8/2022,0
803,38,Male,Delaware,23/4/2022,1
804,32,Male,Connecticut,21/4/2023,0
805,43,Male,Mississippi,15/6/2022,1
806,41,Male,Connecticut,23/8/2022,0
807,56,Male,Florida,13/12/2023,0
808,27,Male,New York,28/2/2022,1
809,46,Male,Wisconsin,11/1/2022,1
810,48,Male,South Carolina,12/2/2022,1
811,52,Male,South Dakota,25/7/2023,0
812,18,Male,Illinois,13/5/2022,1
813,64,Male,Alaska,9/5/2022,1
814,54,Male,Montana,13/11/2023,0
815,31,Male,Minnesota,21/9/2023,0
816,30,Male,West Virginia,14/4/2022,1
817,26,Male,Illinois,8/3/2022,1
818,25,Male,Nevada,14/2/2022,1
819,59,Male,Idaho,3/3/2023,0
820,55,Male,Colorado,23/8/2023,0
821,56,Male,Louisiana,12/3/2023,0
822,62,Male,Vermont,18/10/2022,0
823,35,Male,Mississippi,24/12/2023,0
824,51,Male,Georgia,3/10/2022,0
825,61,Male,Georgia,10/7/2022,0
826,27,Male,Nebraska,8/4/2023,0
827,54,Male,Massachusetts,25/6/2022,0
828,31,Male,Colorado,13/4/2023,0
829,24,Male,Nevada,5/12/2022,0
830,42,Male,Idaho,14/11/2022,0
831,41,Male,Wyoming,6/1/2023,0
832,66,Male,Washington,13/2/2022,1
833,58,Male,California,12/3/2023,0
834,43,Male,Oklahoma,19/5/2023,0
835,52,Male,Nevada,27/10/2022,0
836,35,Male,Maryland,5/9/2022,0
837,23,Male,West Virginia,21/3/2023,0
838,25,Male,Illinois,23/1/2023,0
839,33,Male,Kentucky,16/4/2022,1
840,48,Male,Illinois,24/11/2022,0
841,42,Male,Alabama,29/9/2023,0
842,55,Male,Texas,5/5/2023,0
843,59,Male,Missouri,15/2/2023,0
844,65,Male,Pennsylvania,17/2/2022,1
845,59,Male,Missouri,7/2/2022,1
846,31,Male,Michigan,16/8/2023,0
847,49,Male,Kentucky,10/2/2023,0
848,53,Male,New Jersey,7/12/2022,0
849,48,Male,Delaware,3/9/2022,0
850,23,Male,Missouri,5/10/2023,0
851,68,Male,Connecticut,16/2/2022,1
852,35,Male,Massachusetts,1/9/2023,0
853,34,Male,Florida,16/8/2023,0
854,62,Male,Delaware,17/9/2023,0
855,21,Male,California,18/9/2022,0
856,70,Male,Oregon,16/9/2023,0
857,55,Male,Alaska,21/5/2022,1
858,43,Male,Missouri,11/8/2022,0
859,19,Male,Oklahoma,1/2/2022,1
860,47,Male,Wisconsin,17/11/2022,0
861,26,Male,South Carolina,11/12/2022,0
862,46,Male,Virginia,17/3/2023,0
863,19,Male,Arkansas,11/1/2023,0
864,49,Male,Vermont,19/6/2022,0
865,51,Male,Kentucky,31/8/2023,0
866,64,Male,Colorado,10/11/2023,0
867,67,Male,New Mexico,6/9/2023,0
868,37,Male,Colorado,29/6/2023,0
869,40,Male,North Carolina,17/11/2022,0
870,38,Male,New Hampshire,21/5/2022,1
871,66,Male,West Virginia,7/7/2022,0
872,47,Male,Hawaii,9/7/2023,0
873,56,Male,North Dakota,16/4/2022,1
874,51,Male,Mississippi,11/4/2022,1
875,25,Male,Maine,12/5/2022,1
876,37,Male,North Dakota,3/9/2022,0
877,41,Male,Nebraska,10/7/2022,0
878,64,Male,Nebraska,5/11/2023,0
879,23,Male,Tennessee,18/3/2022,1
880,62,Male,Wyoming,20/6/2022,0
881,39,Male,Nevada,22/8/2022,0
882,52,Male,South Carolina,18/10/2023,0
883,50,Male,Virginia,14/2/2022,1
884,28,Male,Pennsylvania,20/10/2022,0
885,67,Male,Hawaii,7/12/2022,0
886,41,Male,Ohio,11/7/2022,0
887,19,Male,Utah,19/11/2023,0
888,70,Male,Minnesota,10/7/2023,0
889,49,Male,New Hampshire,3/3/2022,1
890,59,Male,Arizona,15/5/2022,1
891,52,Male,New York,23/12/2023,0
892,20,Male,Pennsylvania,8/4/2022,1
893,31,Male,New Mexico,2/7/2023,0
894,33,Male,Nebraska,15/10/2023,0
895,44,Male,Wyoming,1/11/2023,0
896,40,Male,Mississippi,12/12/2022,0
897,69,Male,Arkansas,1/12/2022,0
898,29,Male,Illinois,7/7/2023,0
899,54,Male,Nevada,30/7/2022,0
900,65,Male,Rhode Island,25/1/2022,1
901,54,Male,West Virginia,19/2/2023,0
902,60,Male,Missouri,18/6/2022,0
903,43,Male,Kentucky,22/10/2022,0
904,44,Male,Washington,1/3/2023,0
905,69,Male,Alaska,26/9/2022,0
906,46,Male,Mississippi,5/10/2023,0
907,41,Male,South Carolina,17/9/2022,0
908,32,Male,Missouri,13/8/2023,0
909,26,Male,New Jersey,12/10/2023,0
910,61,Male,Louisiana,26/10/2022,0
911,49,Male,South Carolina,5/3/2022,1
912,53,Male,Vermont,2/6/2023,0
913,24,Male,Arkansas,30/9/2023,0
914,37,Male,Utah,12/7/2023,0
915,43,Male,Washington,12/8/2022,0
916,31,Male,Rhode Island,24/12/2022,0
917,49,Male,Illinois,8/5/2023,0
918,69,Male,Missouri,22/3/2023,0
919,65,Male,North Carolina,4/5/2023,0
920,41,Male,Massachusetts,24/1/2023,0
921,37,Male,Arkansas,2/8/2023,0
922,70,Male,South Dakota,16/10/2023,0
923,63,Male,Georgia,29/5/2022,1
924,55,Male,Arkansas,2/4/2022,1
925,52,Male,Kansas,21/12/2022,0
926,22,Male,Arizona,27/6/2022,0
927,54,Male,Massachusetts,3/7/2023,0
928,28,Male,New Mexico,9/11/2023,0
929,67,Male,Arkansas,28/3/2023,0
930,59,Male,Nebraska,21/11/2023,0
931,26,Male,Hawaii,27/6/2023,0
932,24,Male,Nebraska,13/11/2023,0
933,62,Male,Indiana,28/8/2023,0
934,70,Male,Colorado,15/2/2022,1
935,45,Male,Oregon,27/10/2023,0
936,58,Male,Ohio,30/1/2022,1
937,31,Male,Maine,8/11/2022,0
938,32,Male,Iowa,22/1/2023,0
939,36,Male,Wisconsin,26/8/2022,0
940,25,Male,New York,25/4/2023,0
941,48,Male,Colorado,3/5/2022,1
942,39,Male,Illinois,25/12/2023,0
943,26,Male,Arizona,30/12/2023,0
944,32,Male,Oklahoma,21/6/2022,0
945,54,Male,Indiana,23/4/2022,1
946,38,Male,Minnesota,19/6/2022,0
947,46,Male,Pennsylvania,17/10/2022,0
948,57,Male,Indiana,1/9/2022,0
949,49,Male,Alabama,2/11/2022,0
950,33,Male,Montana,28/3/2023,0
951,54,Male,New Mexico,6/5/2023,0
952,47,Male,Alaska,26/9/2022,0
953,36,Male,Idaho,2/4/2023,0
954,68,Male,Utah,6/11/2023,0
955,60,Male,Louisiana,4/6/2023,0
956,55,Male,Mississippi,21/5/2023,0
957,29,Male,Mississippi,1/12/2023,0
958,38,Male,Indiana,18/8/2023,0
959,70,Male,Washington,27/7/2023,0
960,36,Male,Nevada,29/6/2022,0
961,18,Male,Louisiana,16/7/2022,0
962,62,Male,Pennsylvania,19/9/2023,0
963,29,Male,Michigan,29/6/2022,0
964,21,Male,South Carolina,12/10/2022,0
965,42,Male,Arizona,20/2/2022,1
966,43,Male,Delaware,28/5/2022,1
967,58,Male,Kentucky,23/6/2022,0
968,27,Male,Georgia,23/2/2022,1
969,57,Male,North Carolina,7/3/2022,1
970,40,Male,California,29/9/2023,0
971,45,Male,California,20/9/2022,0
972,47,Male,Indiana,30/5/2022,1
973,61,Male,Colorado,15/3/2023,0
974,60,Male,Colorado,2/4/2023,0
975,69,Male,North Carolina,17/9/2022,0
976,58,Male,Washington,15/12/2022,0
977,34,Male,Florida,13/9/2023,0
978,20,Male,Washington,24/1/2022,1
979,56,Male,Colorado,7/2/2022,1
980,64,Male,New Hampshire,21/11/2022,0
981,56,Male,Maryland,10/3/2022,1
982,27,Male,Maryland,18/5/2022,1
983,35,Male,Texas,16/3/2023,0
984,24,Male,New Mexico,2/10/2023,0
985,26,Male,Utah,30/4/2023,0
986,32,Male,West Virginia,24/12/2022,0
987,54,Male,Connecticut,7/9/2022,0
988,62,Male,West Virginia,9/2/2023,0
989,50,Male,Ohio,17/11/2022,0
990,70,Male,Texas,23/2/2022,1
991,48,Male,Washington,3/9/2023,0
992,20,Male,Wisconsin,2/10/2023,0
993,46,Male,Louisiana,27/6/2022,0
994,51,Male,Iowa,9/11/2022,0
995,53,Male,New York,28/4/2023,0
996,44,Male,Idaho,28/6/2022,0
997,29,Male,Delaware,19/1/2023,0
998,64,Male,Kentucky,25/5/2022,1
999,51,Male,Connecticut,23/10/2022,0
1000,50,Male,New Mexico,9/10/2023,0
1001,43,Male,Georgia,19/5/2023,0
1002,61,Male,Washington,23/9/2022,0
1003,55,Male,North Dakota,25/9/2023,0
1004,56,Male,Ohio,6/5/2023,0
1005,33,Male,Tennessee,5/7/2023,0
1006,43,Male,New York,1/1/2023,0
1007,21,Male,Michigan,13/6/2022,1
1008,58,Male,Georgia,31/8/2023,0
1009,41,Male,New Mexico,6/2/2023,0
1010,39,Male,Louisiana,20/4/2023,0
1011,54,Male,South Dakota,16/12/2022,0
1012,43,Male,Montana,2/9/2022,0
1013,28,Male,New Mexico,14/11/2022,0
1014,59,Male,South Carolina,25/12/2022,0
1015,28,Male,Ohio,26/12/2023,0
1016,68,Male,North Carolina,3/10/2022,0
1017,20,Male,Idaho,29/10/2023,0
1018,21,Male,Oklahoma,27/8/2022,0
1019,50,Male,Georgia,10/9/2023,0
1020,32,Male,Kentucky,5/2/2022,1
1021,24,Male,Delaware,5/11/2023,0
1022,55,Male,Massachusetts,17/6/2023,0
1023,61,Male,Nebraska,12/3/2022,1
1024,61,Male,Maine,9/3/2023,0
1025,28,Male,Pennsylvania,19/12/2022,0
1026,60,Male,Nebraska,11/12/2023,0
1027,49,Male,Virginia,5/12/2022,0
1028,33,Male,Ohio,26/10/2023,0
1029,45,Male,Nebraska,30/10/2023,0
1030,29,Male,Ohio,27/4/2022,1
1031,58,Male,Kentucky,23/2/2022,1
1032,22,Male,Tennessee,28/4/2023,0
1033,55,Male,Maine,23/9/2023,0
1034,19,Male,Montana,28/8/2022,0
1035,68,Male,Maryland,6/12/2022,0
1036,61,Male,Georgia,25/3/2022,1
1037,68,Male,Hawaii,24/9/2023,0
1038,52,Male,Rhode Island,7/7/2022,0
1039,41,Male,Nebraska,5/9/2023,0
1040,29,Male,Michigan,23/4/2023,0
1041,68,Male,North Carolina,4/9/2023,0
1042,36,Male,Minnesota,27/7/2022,0
1043,55,Male,Maryland,4/7/2022,0
1044,28,Male,Hawaii,25/5/2022,1
1045,39,Male,Oregon,4/6/2023,0
1046,54,Male,New Mexico,3/9/2022,0
1047,40,Male,Illinois,27/7/2023,0
1048,31,Male,Utah,28/9/2023,0
1049,30,Male,Maine,17/3/2022,1
1050,45,Male,Virginia,31/8/2023,0
1051,48,Male,Florida,3/4/2023,0
1052,45,Male,Ohio,30/11/2023,0
1053,60,Male,Virginia,24/2/2022,1
1054,59,Male,Kansas,23/12/2022,0
1055,18,Male,Arkansas,14/3/2023,0
1056,70,Male,Massachusetts,18/2/2022,1
1057,20,Male,Idaho,22/5/2022,1
1058,65,Male,Wisconsin,3/9/2022,0
1059,29,Male,New Mexico,16/11/2022,0
1060,22,Male,North Carolina,19/4/2023,0
1061,27,Male,Iowa,19/1/2023,0
1062,36,Male,Idaho,28/7/2022,0
1063,59,Male,Ohio,4/8/2022,0
1064,62,Male,Alabama,25/7/2022,0
1065,34,Male,Wyoming,17/11/2022,0
1066,59,Male,Alabama,1/1/2023,0
1067,49,Male,Mississippi,7/3/2023,0
1068,18,Male,Pennsylvania,26/2/2023,0
1069,55,Male,Wyoming,3/10/2022,0
1070,38,Male,Maryland,9/5/2022,1
1071,50,Male,North Carolina,27/7/2023,0
1072,61,Male,Pennsylvania,9/12/2022,0
1073,48,Male,Idaho,15/3/2022,1
1074,22,Male,California,22/9/2023,0
1075,48,Male,Tennessee,16/12/2022,0
1076,57,Male,Missouri,20/11/2022,0
1077,33,Male,North Dakota,16/3/2023,0
1078,58,Male,West Virginia,2/10/2023,0
1079,37,Male,Arizona,24/6/2023,0
1080,18,Male,Oklahoma,28/6/2022,0
1081,65,Male,Pennsylvania,7/1/2023,0
1082,62,Male,Idaho,30/7/2022,0
1083,54,Male,South Carolina,21/8/2022,0
1084,35,Male,Washington,16/6/2022,1
1085,34,Male,Arkansas,9/10/2022,0
1086,25,Male,Utah,14/7/2022,0
1087,53,Male,Alaska,17/6/2023,0
1088,45,Male,West Virginia,17/2/2022,1
1089,49,Male,Louisiana,18/4/2023,0
1090,40,Male,Arizona,31/1/2023,0
1091,38,Male,Connecticut,19/11/2022,0
1092,44,Male,North Carolina,25/6/2022,0
1093,68,Male,South Dakota,29/1/2023,0
1094,60,Male,Delaware,1/10/2023,0
1095,25,Male,Connecticut,23/5/2022,1
1096,19,Male,Tennessee,7/5/2023,0
1097,57,Male,New Hampshire,2/5/2023,0
1098,58,Male,Vermont,9/12/2023,0
1099,49,Male,Idaho,7/6/2022,1
1100,19,Male,North Carolina,2/12/2023,0
1101,50,Male,Nevada,17/8/2022,0
1102,30,Male,Delaware,31/5/2022,1
1103,52,Male,Texas,11/8/2023,0
1104,35,Male,Tennessee,26/5/2022,1
1105,35,Male,Delaware,17/6/2023,0
1106,33,Male,Massachusetts,9/8/2022,0
1107,52,Male,Minnesota,30/6/2022,0
1108,69,Male,Texas,1/9/2023,0
1109,27,Male,Nebraska,24/5/2022,1
1110,66,Male,Oklahoma,12/7/2023,0
1111,28,Male,Texas,23/4/2022,1
1112,22,Male,New York,14/10/2023,0
1113,69,Male,Washington,13/1/2022,1
1114,28,Male,Maryland,15/11/2022,0
1115,55,Male,New Hampshire,2/6/2023,0
1116,30,Male,New York,27/12/2023,0
1117,67,Male,Hawaii,1/3/2023,0
1118,25,Male,California,1/1/2023,0
1119,49,Male,Indiana,1/1/2023,0
1120,34,Male,Louisiana,17/8/2023,0
1121,22,Male,Pennsylvania,10/5/2023,0
1122,63,Male,Florida,6/6/2022,1
1123,70,Male,North Carolina,31/7/2022,0
1124,36,Male,Massachusetts,14/11/2023,0
1125,42,Male,Iowa,16/2/2023,0
1126,27,Male,North Dakota,23/7/2023,0
1127,23,Male,Iowa,24/3/2023,0
1128,50,Male,Delaware,26/9/2022,0
1129,56,Male,New York,10/2/2023,0
1130,37,Male,New Hampshire,22/4/2022,1
1131,67,Male,Kentucky,20/3/2022,1
1132,67,Male,Illinois,1/8/2023,0
1133,50,Male,North Carolina,20/9/2022,0
1134,36,Male,Connecticut,11/12/2023,0
1135,62,Male,Wisconsin,9/12/2023,0
1136,65,Male,Massachusetts,27/2/2023,0
1137,23,Male,Illinois,29/4/2023,0
1138,46,Male,New Mexico,24/5/2022,1
1139,18,Male,Iowa,13/11/2023,0
1140,58,Male,Alabama,10/11/2023,0
1141,31,Male,Maryland,12/7/2023,0
1142,39,Male,Ohio,21/4/2023,0
1143,69,Male,Ohio,25/9/2023,0
1144,68,Male,Nevada,10/9/2023,0
1145,41,Male,South Carolina,30/9/2022,0
1146,31,Male,Nevada,2/10/2023,0
1147,48,Male,Wisconsin,4/5/2022,1
1148,59,Male,Tennessee,2/6/2022,1
1149,34,Male,Florida,22/12/2023,0
1150,21,Male,Georgia,25/4/2023,0
1151,29,Male,Kentucky,12/4/2023,0
1152,41,Male,Ohio,18/4/2022,1
1153,62,Male,Connecticut,29/11/2023,0
1154,27,Male,Idaho,2/2/2023,0
1155,49,Male,Georgia,19/5/2023,0
1156,67,Male,Tennessee,20/9/2022,0
1157,20,Male,Hawaii,31/1/2023,0
1158,37,Male,Maryland,29/10/2023,0
1159,69,Male,Nevada,22/5/2023,0
1160,66,Male,New Hampshire,26/3/2023,0
1161,37,Male,North Dakota,3/2/2023,0
1162,63,Male,Oklahoma,29/9/2023,0
1163,47,Male,North Carolina,20/6/2022,0
1164,26,Male,Tennessee,9/10/2022,0
1165,68,Male,Montana,12/2/2022,1
1166,51,Male,Wisconsin,21/5/2023,0
1167,48,Male,Connecticut,22/4/2022,1
1168,60,Male,New Jersey,11/11/2023,0
1169,68,Male,Mississippi,25/12/2022,0
1170,25,Male,Wyoming,21/6/2023,0
1171,57,Male,Illinois,25/8/2022,0
1172,41,Male,Louisiana,29/7/2022,0
1173,59,Male,Oregon,20/11/2022,0
1174,44,Male,South Dakota,1/9/2022,0
1175,42,Male,Michigan,21/3/2022,1
1176,35,Male,New Jersey,15/4/2022,1
1177,36,Male,Oregon,12/11/2022,0
1178,54,Male,Iowa,9/2/2022,1
1179,37,Male,South Carolina,19/10/2022,0
1180,20,Male,Indiana,5/6/2022,1
1181,23,Male,Oregon,31/5/2022,1
1182,61,Male,New York,21/5/2023,0
1183,37,Male,New Mexico,12/6/2023,0
1184,23,Male,Louisiana,15/8/2022,0
1185,63,Male,South Carolina,13/7/2022,0
1186,47,Male,Maine,25/10/2022,0
1187,63,Male,Indiana,28/11/2023,0
1188,56,Male,Iowa,12/2/2022,1
1189,68,Male,Mississippi,16/5/2023,0
1190,64,Male,Arkansas,18/5/2022,1
1191,62,Male,South Carolina,2/10/2023,0
1192,34,Male,Indiana,12/7/2022,0
1193,49,Male,Florida,12/4/2023,0
1194,40,Male,Alaska,19/1/2022,1
1195,50,Male,New York,23/5/2023,0
1196,25,Male,Texas,2/10/2023,0
1197,30,Male,North Dakota,28/2/2022,1
1198,54,Male,Vermont,9/8/2023,0
1199,40,Male,New Jersey,5/11/2022,0
1200,49,Male,Maryland,11/8/2023,0
1201,27,Male,Connecticut,14/1/2022,1
1202,27,Male,Illinois,26/2/2023,0
1203,48,Male,Maryland,14/5/2023,0
1204,40,Male,Minnesota,9/12/2023,0
1205,67,Male,Florida,26/9/2023,0
1206,52,Male,California,21/3/2023,0
1207,22,Male,Mississippi,20/11/2023,0
1208,62,Male,Washington,5/11/2023,0
1209,20,Male,Wisconsin,9/3/2022,1
1210,41,Male,Pennsylvania,17/6/2022,1
1211,34,Male,Missouri,7/2/2022,1
1212,23,Male,Oklahoma,10/10/2022,0
1213,32,Male,Pennsylvania,25/8/2023,0
1214,68,Male,Kentucky,14/1/2023,0
1215,30,Male,Vermont,7/8/2023,0
1216,66,Male,Oregon,4/3/2022,1
1217,62,Male,Utah,11/8/2022,0
1218,50,Male,Nebraska,25/6/2023,0
1219,55,Male,Pennsylvania,26/11/2022,0
1220,19,Male,Vermont,3/6/2023,0
1221,67,Male,Kentucky,1/6/2022,1
1222,18,Male,Iowa,18/4/2023,0
1223,58,Male,Indiana,9/3/2022,1
1224,69,Male,Kansas,18/7/2022,0
1225,62,Male,Illinois,8/11/2022,0
1226,28,Male,North Carolina,1/2/2023,0
1227,53,Male,Ohio,21/11/2022,0
1228,27,Male,Illinois,15/3/2022,1
1229,55,Male,Indiana,4/1/2023,0
1230,34,Male,Kansas,15/2/2023,0
1231,25,Male,Illinois,26/9/2022,0
1232,66,Male,Pennsylvania,3/4/2023,0
1233,57,Male,New York,3/1/2022,1
1234,46,Male,Utah,3/9/2022,0
1235,38,Male,New Jersey,8/3/2022,1
1236,23,Male,Idaho,27/2/2023,0
1237,42,Male,New Mexico,29/11/2022,0
1238,25,Male,Michigan,13/3/2023,0
1239,55,Male,Wyoming,9/4/2022,1
1240,62,Male,New Jersey,23/8/2023,0
1241,41,Male,New Jersey,8/7/2023,0
1242,58,Male,Hawaii,18/8/2023,0
1243,56,Male,Nevada,28/11/2023,0
1244,25,Male,New Hampshire,12/9/2022,0
1245,70,Male,Indiana,21/10/2023,0
1246,42,Male,New York,21/8/2023,0
1247,27,Male,Louisiana,29/9/2022,0
1248,65,Male,Virginia,14/4/2022,1
1249,62,Male,Wisconsin,9/11/2023,0
1250,62,Male,Oregon,28/9/2022,0
1251,52,Male,New Hampshire,21/6/2022,0
1252,56,Male,Indiana,19/5/2022,1
1253,28,Male,Massachusetts,12/12/2023,0
1254,39,Male,Montana,5/2/2022,1
1255,54,Male,California,27/8/2023,0
1256,30,Male,Indiana,28/4/2022,1
1257,45,Male,West Virginia,2/5/2022,1
1258,68,Male,Minnesota,6/12/2023,0
1259,47,Male,Ohio,9/5/2022,1
1260,68,Male,Minnesota,23/1/2023,0
1261,63,Male,Virginia,2/8/2022,0
1262,20,Male,Connecticut,8/4/2023,0
1263,29,Male,Tennessee,12/7/2023,0
1264,41,Male,Delaware,26/2/2022,1
1265,52,Male,Vermont,4/7/2023,0
1266,32,Male,Louisiana,26/7/2023,0
1267,20,Male,North Dakota,4/4/2022,1
1268,47,Male,Oregon,7/10/2023,0
1269,23,Male,Idaho,30/6/2022,0
1270,43,Male,Vermont,13/12/2022,0
1271,67,Male,West Virginia,28/8/2023,0
1272,70,Male,Kentucky,30/1/2022,1
1273,35,Male,Wisconsin,25/12/2022,0
1274,41,Male,Mississippi,31/3/2022,1
1275,54,Male,Missouri,14/10/2022,0
1276,55,Male,Arkansas,9/3/2023,0
1277,51,Male,Wyoming,13/8/2023,0
1278,19,Male,Rhode Island,24/6/2022,0
1279,28,Male,Utah,26/11/2023,0
1280,63,Male,Maryland,6/8/2023,0
1281,30,Male,Georgia,13/2/2023,0
1282,29,Male,New Jersey,26/2/2023,0
1283,24,Male,New Hampshire,15/12/2023,0
1284,69,Male,Oregon,27/10/2022,0
1285,65,Male,Arkansas,3/4/2023,0
1286,64,Male,North Carolina,1/8/2023,0
1287,40,Male,West Virginia,6/7/2023,0
1288,24,Male,Utah,19/12/2023,0
1289,66,Male,South Dakota,3/6/2022,1
1290,35,Male,New Hampshire,27/4/2023,0
1291,67,Male,Maryland,12/12/2023,0
